Mode,Expected Time,Actual Time,Correct Answers,Next Mode
1,750,4,1,0
2,1000,602,0,1
2,1000,1315,1,1
2,1000,1681,1,1
2,1000,151,1,1
0,300,102,3,0
1,750,1320,5,0
2,1000,477,1,1
1,750,243,2,0
2,1000,10,3,1
2,1000,531,4,2
1,750,548,4,2
0,300,338,5,0
0,300,277,0,0
2,1000,903,0,1
2,1000,1392,2,1
2,1000,1218,2,1
2,1000,90,0,1
2,1000,1938,3,1
2,1000,1048,2,1
0,300,550,4,0
1,750,1278,1,0
0,300,184,0,0
0,300,71,4,1
0,300,149,3,0
0,300,508,0,0
2,1000,1170,1,1
2,1000,1891,5,1
1,750,769,0,0
2,1000,568,4,2
1,750,536,1,0
1,750,362,4,2
0,300,342,4,0
2,1000,56,0,1
2,1000,976,1,1
2,1000,1030,0,1
0,300,84,0,0
2,1000,1294,4,2
1,750,1241,5,0
1,750,1470,2,0
0,300,530,4,0
2,1000,1742,0,1
0,300,488,4,0
0,300,395,3,0
1,750,661,0,0
1,750,681,0,0
0,300,388,3,0
1,750,72,3,0
1,750,897,0,0
1,750,1401,4,0
1,750,773,2,0
2,1000,162,3,1
0,300,11,0,0
1,750,944,4,1
1,750,1483,0,0
2,1000,1737,1,1
2,1000,403,0,1
2,1000,689,1,1
2,1000,1675,3,1
2,1000,892,1,1
2,1000,1084,1,1
1,750,1378,4,0
2,1000,463,1,1
2,1000,302,2,1
2,1000,59,1,1
1,750,821,4,1
0,300,4,1,0
2,1000,358,2,1
2,1000,928,4,2
2,1000,713,4,2
2,1000,1508,5,1
1,750,1056,4,1
2,1000,1033,3,1
1,750,198,5,2
2,1000,842,2,1
1,750,541,4,2
2,1000,735,3,1
1,750,424,1,0
0,300,233,0,0
1,750,1116,2,0
2,1000,703,1,1
2,1000,1206,1,1
1,750,706,0,0
1,750,1400,5,0
0,300,347,5,0
2,1000,1477,0,1
2,1000,1837,5,1
1,750,11,4,2
1,750,816,4,1
2,1000,321,0,1
2,1000,1560,1,1
1,750,807,1,0
2,1000,938,2,1
2,1000,1282,1,1
0,300,135,2,0
2,1000,1280,0,1
1,750,907,2,0
1,750,276,4,2
0,300,163,5,1
2,1000,241,2,1
1,750,1186,2,0
2,1000,563,4,2
1,750,295,3,0
2,1000,992,0,1
2,1000,188,5,2
2,1000,1107,4,2
2,1000,95,1,1
1,750,693,4,2
2,1000,1531,0,1
1,750,1036,2,0
2,1000,1899,1,1
2,1000,437,5,2
1,750,1164,3,0
2,1000,1456,5,2
2,1000,1510,2,1
1,750,611,4,2
1,750,711,5,2
0,300,186,2,0
0,300,396,2,0
0,300,427,3,0
1,750,608,4,2
1,750,1403,2,0
2,1000,977,0,1
2,1000,577,1,1
2,1000,1940,2,1
0,300,264,0,0
0,300,364,1,0
0,300,53,0,0
1,750,244,1,0
2,1000,205,1,1
1,750,5,0,0
2,1000,1015,3,1
2,1000,1507,5,1
1,750,1035,5,1
0,300,20,4,1
1,750,176,5,2
2,1000,1625,2,1
0,300,169,4,1
2,1000,1113,4,2
1,750,616,1,0
0,300,81,4,1
2,1000,1273,4,2
0,300,264,3,0
2,1000,1507,1,1
1,750,1311,1,0
2,1000,512,4,2
2,1000,1525,0,1
2,1000,458,2,1
0,300,64,0,0
1,750,675,3,0
1,750,365,4,2
1,750,736,3,0
1,750,381,0,0
1,750,1408,4,0
1,750,1442,5,0
2,1000,850,0,1
1,750,509,2,0
2,1000,1033,0,1
2,1000,158,4,2
2,1000,1173,5,2
1,750,927,3,0
2,1000,573,1,1
0,300,390,1,0
0,300,438,0,0
2,1000,1189,4,2
1,750,41,0,0
1,750,575,0,0
1,750,1230,2,0
1,750,63,0,0
1,750,726,1,0
2,1000,1580,5,1
2,1000,1973,4,1
2,1000,772,0,1
1,750,1313,2,0
2,1000,680,1,1
2,1000,155,1,1
1,750,483,1,0
2,1000,1477,1,1
1,750,581,3,0
2,1000,247,0,1
1,750,944,0,0
1,750,1431,3,0
2,1000,472,4,2
1,750,1399,0,0
0,300,57,0,0
2,1000,1112,1,1
1,750,721,5,2
2,1000,1725,4,1
2,1000,1245,2,1
2,1000,984,0,1
2,1000,1517,2,1
1,750,1409,2,0
1,750,37,3,0
2,1000,1105,0,1
1,750,1267,3,0
2,1000,1132,2,1
1,750,181,0,0
0,300,234,3,0
2,1000,268,5,2
2,1000,396,1,1
1,750,107,0,0
2,1000,624,3,1
1,750,117,2,0
2,1000,510,0,1
2,1000,1165,4,2
2,1000,163,1,1
2,1000,1676,2,1
2,1000,999,3,1
2,1000,635,0,1
2,1000,1180,5,2
1,750,26,2,0
2,1000,224,1,1
2,1000,1556,4,1
2,1000,300,4,2
2,1000,1719,3,1
2,1000,1634,4,1
1,750,199,0,0
2,1000,1291,1,1
0,300,83,3,0
2,1000,1870,4,1
1,750,1471,0,0
1,750,780,5,1
1,750,949,0,0
2,1000,957,4,2
2,1000,536,1,1
2,1000,968,3,1
1,750,1402,3,0
2,1000,802,5,2
0,300,129,3,0
2,1000,1035,2,1
0,300,32,0,0
2,1000,766,4,2
2,1000,1668,2,1
0,300,501,1,0
0,300,333,3,0
1,750,252,3,0
0,300,129,5,1
2,1000,1329,4,2
2,1000,1041,0,1
2,1000,254,3,1
2,1000,1229,1,1
1,750,305,2,0
0,300,237,3,0
0,300,165,1,0
1,750,1153,0,0
1,750,941,0,0
2,1000,950,3,1
2,1000,1653,3,1
2,1000,1200,2,1
2,1000,1857,4,1
1,750,80,3,0
0,300,333,5,0
1,750,1045,1,0
1,750,1138,5,0
1,750,1496,3,0
1,750,246,5,2
1,750,1363,4,0
2,1000,923,2,1
2,1000,1275,3,1
0,300,459,3,0
2,1000,1650,1,1
2,1000,1660,1,1
2,1000,1698,3,1
0,300,506,2,0
1,750,433,5,2
2,1000,1603,0,1
2,1000,1802,3,1
1,750,399,1,0
0,300,338,4,0
2,1000,917,3,1
2,1000,325,0,1
2,1000,906,2,1
1,750,291,5,2
0,300,455,3,0
2,1000,1348,5,2
1,750,125,4,2
1,750,867,0,0
0,300,500,5,0
2,1000,1648,1,1
1,750,164,5,2
2,1000,1435,0,1
2,1000,1607,5,1
1,750,1282,5,0
1,750,1472,2,0
2,1000,1907,5,1
2,1000,1169,0,1
1,750,829,3,0
2,1000,1181,4,2
0,300,275,4,1
2,1000,1482,0,1
2,1000,1738,3,1
2,1000,584,4,2
2,1000,1996,0,1
2,1000,1613,3,1
2,1000,601,0,1
2,1000,330,3,1
2,1000,740,5,2
1,750,533,3,0
2,1000,828,5,2
1,750,221,1,0
0,300,135,3,0
2,1000,282,3,1
1,750,1098,0,0
1,750,773,1,0
2,1000,578,1,1
1,750,547,1,0
1,750,769,1,0
2,1000,925,1,1
0,300,478,1,0
1,750,1189,0,0
1,750,92,5,2
2,1000,592,3,1
0,300,580,0,0
2,1000,384,4,2
2,1000,1947,5,1
2,1000,56,4,2
2,1000,1445,4,2
1,750,847,0,0
2,1000,101,1,1
0,300,253,3,0
2,1000,927,3,1
1,750,1424,5,0
2,1000,426,0,1
1,750,608,2,0
1,750,260,5,2
2,1000,1703,2,1
1,750,1321,5,0
2,1000,870,3,1
1,750,268,4,2
2,1000,150,2,1
1,750,655,5,2
1,750,1317,3,0
1,750,1479,5,0
2,1000,952,2,1
2,1000,361,3,1
2,1000,1496,0,1
1,750,1032,5,1
2,1000,898,0,1
2,1000,1989,0,1
1,750,1001,1,0
0,300,197,4,1
1,750,254,3,0
2,1000,112,5,2
0,300,575,3,0
0,300,439,5,0
1,750,1114,4,1
1,750,1084,4,1
2,1000,816,2,1
1,750,804,3,0
2,1000,1381,4,2
1,750,1446,5,0
1,750,514,2,0
2,1000,1043,3,1
2,1000,489,0,1
1,750,1355,2,0
1,750,235,2,0
1,750,243,5,2
1,750,946,1,0
2,1000,1426,1,1
2,1000,398,2,1
1,750,640,5,2
2,1000,1983,4,1
0,300,233,2,0
1,750,815,5,1
1,750,170,3,0
1,750,693,1,0
2,1000,21,0,1
1,750,253,2,0
1,750,999,3,0
1,750,524,0,0
2,1000,1671,3,1
2,1000,1823,4,1
2,1000,1441,0,1
0,300,99,5,1
2,1000,224,3,1
2,1000,650,4,2
1,750,443,2,0
1,750,923,4,1
1,750,448,4,2
2,1000,1816,1,1
2,1000,1489,1,1
2,1000,1494,1,1
1,750,197,5,2
2,1000,1898,5,1
2,1000,570,2,1
2,1000,343,5,2
1,750,1188,3,0
2,1000,1817,5,1
1,750,118,0,0
1,750,245,2,0
0,300,272,0,0
1,750,1304,0,0
2,1000,558,0,1
1,750,1364,5,0
1,750,648,5,2
0,300,94,2,0
2,1000,1170,5,2
1,750,18,3,0
2,1000,1672,5,1
2,1000,867,0,1
2,1000,1443,5,2
2,1000,1582,4,1
2,1000,1186,5,2
1,750,1051,0,0
2,1000,963,0,1
2,1000,1717,5,1
2,1000,1714,0,1
1,750,563,4,2
2,1000,1143,1,1
1,750,1191,0,0
1,750,272,2,0
1,750,515,2,0
1,750,1024,3,0
2,1000,1157,0,1
2,1000,1846,4,1
1,750,531,3,0
1,750,924,4,1
0,300,277,2,0
2,1000,1532,2,1
2,1000,663,2,1
0,300,506,0,0
1,750,173,3,0
2,1000,1330,4,2
2,1000,569,5,2
2,1000,1350,0,1
2,1000,1009,1,1
0,300,171,1,0
0,300,102,5,1
1,750,1349,5,0
1,750,300,2,0
1,750,690,5,2
2,1000,1812,2,1
0,300,371,0,0
2,1000,254,2,1
2,1000,488,5,2
0,300,488,5,0
0,300,590,4,0
2,1000,822,2,1
1,750,279,3,0
2,1000,410,0,1
1,750,12,2,0
2,1000,1256,0,1
2,1000,157,1,1
2,1000,1896,2,1
2,1000,1608,4,1
2,1000,200,0,1
0,300,507,0,0
2,1000,896,5,2
2,1000,855,3,1
0,300,567,2,0
1,750,66,5,2
2,1000,1320,1,1
2,1000,1006,3,1
2,1000,294,5,2
2,1000,1962,4,1
2,1000,638,2,1
1,750,1266,4,0
2,1000,1994,4,1
2,1000,1046,5,2
2,1000,416,3,1
1,750,1321,4,0
2,1000,299,3,1
1,750,817,4,1
2,1000,74,2,1
0,300,575,4,0
1,750,1132,2,0
2,1000,203,5,2
0,300,213,4,1
2,1000,79,5,2
1,750,1395,2,0
0,300,80,0,0
2,1000,1448,3,1
1,750,1152,2,0
2,1000,1527,1,1
2,1000,817,0,1
1,750,893,5,1
2,1000,1027,4,2
2,1000,33,2,1
1,750,1283,1,0
1,750,68,0,0
2,1000,921,0,1
1,750,1272,5,0
2,1000,567,1,1
1,750,358,2,0
1,750,719,1,0
1,750,83,3,0
1,750,205,2,0
2,1000,853,0,1
1,750,267,1,0
1,750,229,3,0
2,1000,1014,3,1
2,1000,1480,0,1
2,1000,4,1,1
2,1000,1594,3,1
2,1000,1098,1,1
2,1000,214,2,1
2,1000,1561,1,1
2,1000,366,3,1
1,750,362,3,0
2,1000,580,0,1
2,1000,1059,1,1
2,1000,1763,4,1
2,1000,1841,3,1
2,1000,777,4,2
2,1000,1426,4,2
1,750,1468,4,0
2,1000,128,2,1
0,300,317,3,0
0,300,246,4,1
0,300,234,4,1
1,750,579,5,2
2,1000,789,5,2
1,750,720,1,0
2,1000,1531,4,1
1,750,1388,2,0
1,750,1027,4,1
2,1000,255,0,1
2,1000,1530,0,1
0,300,348,0,0
2,1000,1177,0,1
2,1000,1207,0,1
2,1000,193,4,2
2,1000,191,2,1
0,300,556,1,0
1,750,969,4,1
1,750,1495,4,0
2,1000,250,0,1
2,1000,678,1,1
2,1000,501,2,1
1,750,710,4,2
1,750,442,2,0
2,1000,1091,3,1
0,300,112,1,0
2,1000,483,5,2
2,1000,1765,3,1
1,750,598,3,0
0,300,1,5,1
1,750,303,0,0
0,300,469,4,0
0,300,218,3,0
2,1000,308,4,2
2,1000,575,3,1
2,1000,1739,0,1
2,1000,1170,4,2
2,1000,84,2,1
2,1000,430,0,1
0,300,513,3,0
2,1000,65,3,1
2,1000,100,5,2
1,750,808,4,1
2,1000,1576,0,1
2,1000,1434,4,2
2,1000,718,1,1
2,1000,563,3,1
1,750,1049,5,1
2,1000,250,5,2
2,1000,1796,4,1
2,1000,516,3,1
0,300,257,2,0
0,300,101,2,0
2,1000,1564,5,1
0,300,210,4,1
2,1000,1293,0,1
1,750,990,0,0
2,1000,356,4,2
2,1000,1225,4,2
1,750,33,2,0
2,1000,1535,5,1
1,750,593,1,0
2,1000,355,1,1
2,1000,1011,0,1
1,750,18,2,0
2,1000,325,4,2
1,750,1180,4,0
1,750,946,2,0
1,750,1190,0,0
1,750,1216,5,0
2,1000,146,3,1
2,1000,952,4,2
1,750,774,3,0
1,750,943,4,1
2,1000,392,5,2
1,750,1160,1,0
2,1000,1576,1,1
1,750,760,2,0
1,750,1462,3,0
2,1000,771,1,1
0,300,65,3,0
2,1000,1108,3,1
2,1000,691,0,1
2,1000,1617,2,1
1,750,297,2,0
2,1000,697,5,2
2,1000,1614,1,1
2,1000,99,2,1
2,1000,1722,0,1
1,750,252,4,2
2,1000,1894,2,1
2,1000,1094,3,1
2,1000,464,3,1
1,750,286,5,2
1,750,73,5,2
1,750,909,2,0
1,750,100,4,2
1,750,1070,0,0
0,300,236,2,0
2,1000,1276,2,1
2,1000,849,1,1
2,1000,1283,3,1
1,750,1385,2,0
1,750,42,2,0
2,1000,1774,5,1
2,1000,1678,4,1
2,1000,1838,5,1
0,300,306,4,0
2,1000,1583,2,1
2,1000,1903,2,1
0,300,291,5,1
0,300,363,0,0
1,750,980,2,0
2,1000,929,5,2
0,300,499,4,0
0,300,557,1,0
0,300,292,5,1
1,750,251,1,0
1,750,1355,1,0
1,750,1486,3,0
1,750,1458,3,0
2,1000,1830,5,1
1,750,1192,2,0
0,300,406,4,0
2,1000,552,0,1
2,1000,1262,4,2
2,1000,739,5,2
1,750,825,1,0
2,1000,6,3,1
0,300,490,1,0
0,300,37,4,1
2,1000,721,1,1
1,750,647,3,0
1,750,1492,0,0
2,1000,241,4,2
2,1000,1462,0,1
2,1000,1571,5,1
2,1000,838,0,1
1,750,750,3,0
1,750,1370,1,0
1,750,70,5,2
1,750,70,1,0
1,750,1057,0,0
1,750,171,3,0
2,1000,1637,4,1
1,750,1396,4,0
1,750,304,2,0
1,750,931,1,0
1,750,603,0,0
2,1000,1723,2,1
2,1000,1559,0,1
1,750,1087,5,1
1,750,1200,3,0
2,1000,1705,3,1
2,1000,1836,3,1
1,750,1338,1,0
2,1000,775,4,2
2,1000,982,2,1
2,1000,1619,1,1
0,300,118,3,0
1,750,1163,2,0
2,1000,1607,1,1
1,750,1218,3,0
2,1000,1487,3,1
2,1000,1366,1,1
2,1000,1415,4,2
2,1000,1443,3,1
0,300,411,0,0
0,300,567,0,0
2,1000,44,0,1
2,1000,1726,2,1
0,300,57,4,1
2,1000,794,2,1
1,750,34,0,0
2,1000,1327,3,1
1,750,80,5,2
0,300,500,2,0
2,1000,1934,3,1
2,1000,677,5,2
1,750,341,5,2
2,1000,668,4,2
2,1000,319,2,1
1,750,856,1,0
1,750,1413,4,0
2,1000,471,0,1
0,300,528,1,0
1,750,132,4,2
1,750,1457,1,0
1,750,475,0,0
2,1000,1585,0,1
2,1000,978,0,1
2,1000,1519,2,1
2,1000,1958,5,1
2,1000,293,5,2
1,750,903,1,0
1,750,263,3,0
2,1000,43,5,2
1,750,657,5,2
1,750,654,5,2
1,750,736,1,0
2,1000,1806,3,1
1,750,1396,3,0
2,1000,1690,4,1
1,750,636,1,0
1,750,888,1,0
2,1000,1636,5,1
1,750,412,2,0
1,750,1036,1,0
2,1000,1094,4,2
1,750,660,5,2
1,750,1030,3,0
2,1000,449,0,1
1,750,642,4,2
2,1000,1776,0,1
0,300,553,1,0
1,750,1157,0,0
2,1000,103,4,2
2,1000,648,2,1
1,750,1466,0,0
2,1000,1956,3,1
1,750,1312,5,0
2,1000,1825,0,1
2,1000,388,5,2
2,1000,1338,4,2
2,1000,1457,2,1
2,1000,1188,4,2
2,1000,350,3,1
1,750,653,3,0
2,1000,1983,3,1
2,1000,1739,5,1
2,1000,1286,4,2
0,300,103,5,1
1,750,459,3,0
2,1000,239,2,1
2,1000,1052,1,1
2,1000,469,0,1
2,1000,1228,3,1
1,750,892,3,0
1,750,1042,2,0
1,750,696,5,2
2,1000,1145,1,1
0,300,430,1,0
2,1000,366,1,1
1,750,966,3,0
0,300,441,3,0
1,750,439,5,2
0,300,202,0,0
2,1000,1352,2,1
2,1000,868,2,1
2,1000,1781,0,1
2,1000,827,1,1
1,750,865,5,1
2,1000,738,3,1
2,1000,1585,4,1
2,1000,566,1,1
2,1000,859,4,2
2,1000,898,5,2
0,300,335,5,0
2,1000,469,5,2
2,1000,718,4,2
1,750,485,4,2
2,1000,831,3,1
1,750,153,2,0
2,1000,1761,4,1
1,750,385,1,0
1,750,388,4,2
1,750,6,5,2
2,1000,657,5,2
1,750,736,4,2
2,1000,1091,1,1
1,750,1266,3,0
1,750,572,5,2
2,1000,973,3,1
0,300,10,4,1
1,750,1213,1,0
2,1000,1318,5,2
1,750,984,3,0
2,1000,1524,4,1
0,300,575,0,0
2,1000,549,1,1
1,750,1073,0,0
0,300,538,5,0
0,300,154,1,0
1,750,297,5,2
1,750,1059,4,1
0,300,84,4,1
1,750,1429,1,0
2,1000,1422,2,1
0,300,214,2,0
2,1000,734,4,2
1,750,471,0,0
2,1000,1483,0,1
2,1000,303,3,1
1,750,282,5,2
2,1000,1603,4,1
1,750,1322,2,0
1,750,352,4,2
2,1000,676,5,2
1,750,641,5,2
1,750,394,4,2
1,750,1426,4,0
1,750,1159,3,0
2,1000,1960,1,1
1,750,1084,5,1
1,750,1238,1,0
1,750,400,0,0
1,750,1433,1,0
2,1000,87,3,1
0,300,62,1,0
1,750,717,5,2
2,1000,837,5,2
2,1000,339,0,1
1,750,1069,3,0
2,1000,474,5,2
0,300,592,3,0
2,1000,678,2,1
2,1000,1669,1,1
2,1000,1351,3,1
0,300,551,0,0
2,1000,963,1,1
1,750,831,2,0
0,300,357,4,0
2,1000,1903,5,1
1,750,1268,0,0
2,1000,253,2,1
1,750,426,2,0
2,1000,1202,5,2
1,750,364,3,0
2,1000,478,4,2
2,1000,1760,4,1
2,1000,1602,1,1
2,1000,208,5,2
1,750,1141,3,0
2,1000,1358,3,1
1,750,736,0,0
2,1000,270,3,1
1,750,393,3,0
2,1000,1130,3,1
2,1000,1671,5,1
2,1000,1780,2,1
1,750,673,2,0
1,750,1312,3,0
2,1000,1973,0,1
2,1000,1293,5,2
1,750,273,1,0
2,1000,1893,0,1
1,750,855,0,0
0,300,13,2,0
1,750,234,1,0
0,300,37,0,0
1,750,347,0,0
1,750,219,0,0
2,1000,1483,2,1
2,1000,585,0,1
0,300,141,2,0
2,1000,252,1,1
0,300,473,1,0
1,750,329,0,0
1,750,625,5,2
2,1000,557,5,2
1,750,278,2,0
2,1000,1414,0,1
2,1000,1814,2,1
2,1000,131,0,1
0,300,548,5,0
1,750,575,5,2
0,300,252,3,0
2,1000,590,1,1
1,750,339,3,0
1,750,892,2,0
2,1000,1123,5,2
2,1000,838,4,2
1,750,929,3,0
1,750,483,5,2
2,1000,1120,3,1
1,750,1277,0,0
1,750,926,2,0
2,1000,1629,4,1
2,1000,1741,4,1
2,1000,225,5,2
1,750,919,2,0
2,1000,186,5,2
1,750,572,3,0
1,750,278,0,0
0,300,261,5,1
2,1000,213,2,1
1,750,1232,1,0
0,300,289,1,0
2,1000,1464,0,1
0,300,579,3,0
2,1000,1108,1,1
2,1000,157,4,2
2,1000,190,4,2
1,750,1426,5,0
1,750,1442,1,0
2,1000,923,4,2
2,1000,1653,4,1
2,1000,1329,2,1
2,1000,1741,2,1
2,1000,1047,5,2
0,300,154,5,1
2,1000,226,3,1
2,1000,569,0,1
2,1000,423,3,1
1,750,1428,5,0
0,300,438,1,0
2,1000,496,4,2
1,750,51,1,0
0,300,340,0,0
2,1000,758,0,1
1,750,452,4,2
2,1000,209,2,1
1,750,1102,4,1
1,750,417,1,0
2,1000,393,4,2
2,1000,1547,1,1
1,750,456,5,2
2,1000,1480,2,1
2,1000,1911,0,1
2,1000,1446,4,2
2,1000,1691,1,1
1,750,1467,3,0
2,1000,1472,5,2
0,300,144,3,0
2,1000,1342,3,1
2,1000,313,1,1
1,750,1150,3,0
1,750,272,3,0
2,1000,60,0,1
2,1000,1191,4,2
2,1000,344,1,1
2,1000,1210,2,1
1,750,1399,3,0
2,1000,387,3,1
2,1000,1015,4,2
1,750,255,0,0
0,300,104,5,1
2,1000,1809,0,1
1,750,4,3,0
2,1000,196,3,1
0,300,299,3,0
2,1000,136,1,1
1,750,1336,1,0
0,300,53,4,1
2,1000,106,4,2
0,300,112,3,0
0,300,92,1,0
2,1000,580,5,2
1,750,245,1,0
2,1000,653,3,1
2,1000,741,5,2
1,750,466,4,2
0,300,91,3,0
1,750,1053,5,1
1,750,687,5,2
1,750,176,3,0
2,1000,1882,5,1
1,750,384,3,0
1,750,981,1,0
1,750,187,3,0
0,300,444,4,0
0,300,198,1,0
2,1000,1472,0,1
1,750,51,2,0
1,750,727,5,2
2,1000,1024,2,1
2,1000,1593,0,1
0,300,265,4,1
0,300,7,1,0
2,1000,334,4,2
2,1000,1652,4,1
2,1000,1574,0,1
2,1000,981,4,2
2,1000,1442,0,1
2,1000,1879,4,1
2,1000,269,5,2
0,300,278,3,0
2,1000,1151,5,2
0,300,136,5,1
0,300,495,4,0
2,1000,660,1,1
1,750,20,4,2
0,300,470,1,0
2,1000,326,1,1
1,750,79,1,0
2,1000,101,2,1
1,750,109,1,0
1,750,408,5,2
0,300,51,4,1
2,1000,798,0,1
0,300,431,4,0
2,1000,1611,0,1
2,1000,1773,0,1
0,300,190,2,0
1,750,502,5,2
2,1000,1980,5,1
2,1000,501,5,2
2,1000,900,4,2
2,1000,572,4,2
2,1000,1991,4,1
0,300,388,1,0
1,750,1207,4,0
0,300,226,4,1
0,300,255,2,0
0,300,540,1,0
1,750,7,2,0
1,750,1359,5,0
1,750,734,3,0
1,750,751,3,0
2,1000,280,1,1
2,1000,826,1,1
0,300,198,0,0
0,300,197,1,0
0,300,416,1,0
1,750,1284,4,0
1,750,1051,4,1
2,1000,1411,2,1
2,1000,426,4,2
2,1000,1813,0,1
1,750,1424,4,0
0,300,419,3,0
1,750,591,0,0
2,1000,1470,4,2
1,750,1000,0,0
2,1000,1061,0,1
1,750,1416,1,0
0,300,48,2,0
1,750,1240,4,0
1,750,270,2,0
1,750,94,4,2
1,750,60,0,0
0,300,398,5,0
1,750,895,1,0
1,750,302,0,0
2,1000,410,1,1
2,1000,1058,3,1
1,750,493,0,0
2,1000,49,3,1
2,1000,423,0,1
1,750,256,3,0
2,1000,508,4,2
1,750,110,5,2
1,750,476,4,2
2,1000,1223,5,2
1,750,1066,3,0
2,1000,1363,3,1
2,1000,435,5,2
2,1000,36,3,1
2,1000,1961,5,1
1,750,481,1,0
1,750,94,5,2
1,750,300,3,0
2,1000,1830,2,1
2,1000,205,3,1
2,1000,216,2,1
2,1000,1268,0,1
2,1000,591,4,2
1,750,847,3,0
1,750,1105,4,1
1,750,1168,3,0
2,1000,48,0,1
0,300,515,2,0
2,1000,1213,0,1
2,1000,1879,5,1
1,750,72,1,0
1,750,1301,1,0
2,1000,721,5,2
2,1000,446,1,1
1,750,333,1,0
0,300,208,3,0
2,1000,1363,4,2
2,1000,612,4,2
2,1000,149,2,1
1,750,626,1,0
2,1000,1582,2,1
2,1000,1943,0,1
1,750,97,0,0
0,300,590,5,0
1,750,621,0,0
1,750,880,3,0
2,1000,313,4,2
0,300,378,1,0
2,1000,818,3,1
0,300,452,5,0
1,750,915,2,0
0,300,45,5,1
1,750,534,0,0
0,300,137,5,1
1,750,1210,0,0
1,750,642,1,0
1,750,610,5,2
1,750,388,2,0
2,1000,1850,2,1
1,750,316,3,0
0,300,114,2,0
0,300,555,4,0
2,1000,1622,0,1
2,1000,993,4,2
1,750,239,2,0
2,1000,1148,2,1
2,1000,189,5,2
2,1000,1670,4,1
2,1000,265,0,1
1,750,421,5,2
2,1000,1765,0,1
2,1000,1763,1,1
0,300,461,4,0
0,300,318,1,0
0,300,212,5,1
1,750,725,1,0
2,1000,769,4,2
1,750,563,2,0
2,1000,121,2,1
0,300,373,0,0
2,1000,1622,1,1
0,300,498,3,0
2,1000,1126,3,1
2,1000,786,2,1
2,1000,854,5,2
1,750,261,1,0
1,750,1243,1,0
1,750,965,5,1
1,750,680,1,0
1,750,1357,3,0
2,1000,1280,5,2
2,1000,263,0,1
2,1000,1655,3,1
2,1000,1682,3,1
2,1000,607,0,1
1,750,799,4,1
1,750,673,5,2
2,1000,1313,3,1
2,1000,625,1,1
2,1000,966,2,1
1,750,842,3,0
1,750,790,0,0
0,300,488,0,0
2,1000,1551,3,1
2,1000,611,2,1
0,300,463,5,0
2,1000,178,4,2
1,750,279,0,0
1,750,129,3,0
2,1000,81,5,2
1,750,1016,1,0
2,1000,1140,4,2
1,750,63,1,0
0,300,268,4,1
2,1000,529,2,1
1,750,298,0,0
1,750,1394,3,0
1,750,299,2,0
0,300,573,5,0
0,300,194,5,1
2,1000,109,1,1
0,300,575,5,0
1,750,811,2,0
1,750,1294,5,0
1,750,260,4,2
0,300,301,1,0
1,750,1267,5,0
1,750,1137,3,0
2,1000,1403,5,2
2,1000,548,1,1
2,1000,596,1,1
1,750,434,1,0
1,750,753,5,1
1,750,722,4,2
1,750,154,3,0
1,750,20,2,0
2,1000,399,0,1
1,750,380,0,0
2,1000,1357,1,1
2,1000,1966,2,1
1,750,633,3,0
2,1000,1753,0,1
2,1000,944,2,1
0,300,159,3,0
1,750,1414,0,0
0,300,357,3,0
2,1000,1687,1,1
2,1000,856,3,1
1,750,540,3,0
1,750,322,1,0
1,750,429,0,0
1,750,599,2,0
2,1000,1142,2,1
2,1000,1933,4,1
2,1000,200,1,1
2,1000,863,2,1
0,300,534,2,0
2,1000,1940,1,1
1,750,1171,1,0
2,1000,1951,2,1
2,1000,1475,3,1
2,1000,624,5,2
1,750,1331,3,0
1,750,399,5,2
2,1000,127,1,1
1,750,1246,4,0
1,750,1213,4,0
1,750,604,2,0
1,750,15,5,2
2,1000,470,2,1
2,1000,1980,0,1
0,300,457,0,0
2,1000,1352,1,1
2,1000,1287,0,1
0,300,374,4,0
2,1000,388,3,1
1,750,761,2,0
2,1000,1727,2,1
1,750,568,5,2
1,750,1456,2,0
1,750,628,1,0
0,300,88,2,0
2,1000,1841,1,1
2,1000,1389,5,2
2,1000,1446,2,1
2,1000,1108,4,2
0,300,519,2,0
1,750,899,0,0
1,750,1033,1,0
1,750,221,5,2
2,1000,481,0,1
1,750,609,3,0
2,1000,130,0,1
2,1000,1998,1,1
2,1000,141,2,1
0,300,280,2,0
1,750,413,2,0
0,300,417,0,0
2,1000,11,4,2
2,1000,1160,3,1
2,1000,1760,1,1
0,300,298,5,1
1,750,514,0,0
2,1000,52,3,1
2,1000,190,1,1
2,1000,338,3,1
0,300,349,3,0
1,750,949,4,1
1,750,277,2,0
0,300,167,5,1
2,1000,1281,5,2
0,300,373,3,0
2,1000,797,3,1
2,1000,1701,2,1
2,1000,1961,4,1
1,750,94,0,0
1,750,112,1,0
2,1000,1557,2,1
1,750,249,4,2
2,1000,460,2,1
0,300,271,5,1
2,1000,1848,0,1
2,1000,739,4,2
2,1000,1985,4,1
1,750,517,1,0
2,1000,710,5,2
2,1000,984,1,1
1,750,879,3,0
0,300,543,4,0
1,750,620,0,0
1,750,1300,5,0
1,750,912,3,0
2,1000,84,3,1
2,1000,1488,5,2
1,750,1392,2,0
2,1000,377,1,1
2,1000,715,4,2
2,1000,1815,1,1
2,1000,1378,5,2
1,750,577,3,0
1,750,589,5,2
2,1000,1769,1,1
1,750,213,3,0
2,1000,1962,1,1
1,750,951,3,0
2,1000,1235,2,1
